scenario,year,ensemble_mean,sd,n_models
ssp245,2089,16.575039215686274,0.7423628327413285,34
ssp245,2090,16.601855392156864,0.7724676707270852,34
ssp245,2091,16.643615196078432,0.7892059004398139,34
ssp245,2092,16.645558823529413,0.7708150051136382,34
ssp245,2093,16.637338235294116,0.7875876790859351,34
ssp245,2094,16.64125,0.7729384370317451,34
ssp245,2095,16.69090931372549,0.7627513650829333,34
ssp245,2096,16.69406617647059,0.7673274164034534,34
ssp245,2097,16.6780931372549,0.7710354391790266,34
ssp245,2098,16.70344362745098,0.7704948442508114,34
ssp245,2099,16.672362745098038,0.8186136050531377,34
ssp245,2100,16.74528125,0.8246656196887288,32
ssp370,2015,14.838669444444445,0.5906455911220714,30
ssp370,2016,14.879563888888889,0.5774561131270527,30
ssp370,2017,14.940505555555555,0.5669379429832908,30
ssp370,2018,14.978466666666666,0.591988687097432,30
ssp370,2019,14.967936111111111,0.5930227932999234,30
ssp370,2020,14.954566666666667,0.5881277413403485,30
ssp370,2021,15.007925,0.6028021167266057,30
ssp370,2022,15.049777777777777,0.6244792195563649,30
ssp370,2023,15.047444444444444,0.6018985485175514,30
ssp370,2024,15.060019444444444,0.6053956978685635,30
ssp370,2025,15.112688888888888,0.5683309809391659,30
ssp370,2026,15.191755555555556,0.5901039350679088,30
ssp370,2027,15.228005555555555,0.6099135565176511,30
ssp370,2028,15.240319444444445,0.6013446315884872,30
ssp370,2029,15.203769444444445,0.5646863761349313,30
ssp370,2030,15.205172222222222,0.5694594276320566,30
ssp370,2031,15.305427777777778,0.5925820407066617,30
ssp370,2032,15.353736111111111,0.6013586377917982,30
ssp370,2033,15.3698,0.6092503985883609,30
ssp370,2034,15.360513888888889,0.6015729159628007,30
ssp370,2035,15.392641666666666,0.5987116824579974,30
ssp370,2036,15.465633333333333,0.6129927416707281,30
ssp370,2037,15.560341666666666,0.5990757961682293,30
ssp370,2038,15.5577,0.6165909046346376,30
ssp370,2039,15.578988888888889,0.6078635608331536,30
ssp370,2040,15.595047222222222,0.5968374533569135,30
ssp370,2041,15.638677777777778,0.5780773153611215,30
ssp370,2042,15.6858,0.6105467524876209,30
ssp370,2043,15.713469444444444,0.5980037166731103,30
ssp370,2044,15.714041666666667,0.5963793401929712,30
ssp370,2045,15.770333333333333,0.5969957036786175,30
ssp370,2046,15.829138888888888,0.6475841057424256,30
ssp370,2047,15.857997222222222,0.5853515470728683,30
ssp370,2048,15.88663611111111,0.6146804501422157,30
