scenario,year,co2_ppm,ch4_ppb,n2o_ppb,co2_PgC,ch4_co2e_ppm,n2o_co2e_ppm,ch4_PgC_equiv,n2o_PgC_equiv,total_PgC_equiv
ssp245,2089,597.0460052490234,1722.9135131835938,375.7869237263997,1268.1257151489258,51.342822692871096,102.58983017730712,109.05215539965822,217.90079929660033,1595.0786698451843
ssp245,2090,597.86505126953125,1718.2678731282551,375.98277537027997,1269.8653688964844,51.20438261922201,102.64329767608643,108.75810868322755,218.01436426400758,1596.6378418437196
ssp245,2091,598.593251546224,1713.8472900390625,376.1668065388997,1271.41206628418,51.072649243164065,102.69353818511962,108.47830699248048,218.12107510519408,1598.0114483818543
ssp245,2092,599.257558186849,1709.6535339355469,376.33749135335285,1272.8230535888674,50.9476753112793,102.74013513946534,108.21286236115724,218.2200470362244,1599.255962986249
ssp245,2093,599.8760528564453,1705.6683858235676,376.4955698649089,1274.1367362670899,50.82891789754232,102.78329057312013,107.96062161437989,218.31170917730716,1600.409067058777
ssp245,2094,600.4469197591146,1701.8916422526042,376.64270782470703,1275.3492575683595,50.71637093912761,102.82345923614503,107.72157187470704,218.39702741757205,1601.4678568606384
ssp245,2095,600.9697621663412,1698.2900492350261,376.7776234944661,1276.4597748413087,50.60904346720378,102.86029121398926,107.49360832434084,218.4752585385132,1602.4286417041626
ssp245,2096,601.4411671956381,1694.8699747721355,376.90067291259766,1277.4610391235353,50.50712524820964,102.89388370513916,107.27713402719728,218.5466089897156,1603.2847821404482
ssp245,2097,601.8641255696615,1691.6047973632812,377.01170857747394,1278.3594027099612,50.40982296142578,102.9241964416504,107.07046397006836,218.61099324206546,1604.040859922095
ssp245,2098,602.2351837158203,1688.5017801920574,377.1118977864583,1279.1475302124024,50.317353049723316,102.95154809570312,106.87405787761233,218.66908815527344,1604.6906762452882
ssp245,2099,602.5550435384115,1685.5317281087239,377.19966379801434,1279.8269124755861,50.22884549763997,102.97550821685792,106.6860678369873,218.71997945260622,1605.2329597651797
ssp245,2100,602.8222707112631,1682.6962992350261,377.2761815388997,1280.394502990723,50.14434971720378,102.99639756011963,106.50659879934084,218.76434841769412,1605.6654502077577
ssp370,2022,422.1290232340495,1955.7797749837239,333.90064748128253,896.6020453491212,58.28223729451497,91.15487676239013,123.79147201354981,193.61295824331665,1214.0064756059876
ssp370,2023,425.57393137613934,1972.8420715332031,334.75586191813153,903.91903024292,58.79069373168945,91.3883503036499,124.8714334861084,194.1088560449524,1222.899319773981
ssp370,2024,429.080078125,1990.2605082194011,335.6248296101888,911.3660859375001,59.30976314493815,91.62557848358155,125.97393691984864,194.61272869912722,1231.952751556476
ssp370,2025,432.64834849039715,2008.0070292154949,336.50604756673175,918.9450921936036,59.838609470621755,91.86615098571777,127.09720651560062,195.12370469366454,1241.1660034028687
ssp370,2026,436.28192647298175,2026.0503845214844,337.40216064453125,926.6628118286133,60.376301458740244,92.11078985595704,128.23926429836428,195.64331765405277,1250.5453937810303
ssp370,2027,439.9824676513672,2044.3625895182292,338.3101348876953,934.5227612915039,60.922005167643235,92.35866682434082,129.39833897607423,196.1698083348999,1260.090908602478
ssp370,2028,443.75018819173175,2062.9332682291665,339.2313410441081,942.5253997192383,61.475411393229166,92.6101561050415,130.57377379921874,196.70397156710814,1269.8031450855651
