scenario,year,co2_ppm,ch4_ppb,n2o_ppb,co2_PgC,ch4_co2e_ppm,n2o_co2e_ppm,ch4_PgC_equiv,n2o_PgC_equiv,total_PgC_equiv
ssp370,2029,447.5869140625,2081.7309366861978,340.1663869222005,950.6746054687501,62.0355819132487,92.86542362976074,131.76357598374025,197.24615978961182,1279.6843412421022
ssp370,2030,451.4939600626628,2100.7389933268228,341.11342366536456,958.9731711730958,62.60202200113932,93.12396466064453,132.96669473041993,197.795300939209,1289.7351668427248
ssp370,2031,455.47140248616535,2119.9296671549478,342.07348887125653,967.4212588806153,63.173904081217444,93.38606246185304,134.18137226850587,198.3519966689759,1299.9546278180972
ssp370,2032,459.5055236816406,2139.1564737955728,343.04420979817706,975.9897322998047,63.746862919108075,93.65106927490234,135.39833684018555,198.91487113989257,1310.3029402798827
ssp370,2033,463.5852584838867,2158.2979736328125,344.0228983561198,984.6550890197755,64.31727961425781,93.91825125122071,136.6099019006836,199.4823656575928,1320.7473565780517
ssp370,2034,467.71240234375,2177.3518880208335,345.0106964111328,993.421142578125,64.88508626302084,94.18792012023926,137.81592322265627,200.05514233538818,1331.2922081361694
ssp370,2035,471.89068094889325,2196.33544921875,346.0073649088542,1002.2958063354494,65.45079638671875,94.4600106201172,139.01749152539062,200.63306255712894,1341.9463604179691
ssp370,2036,476.45984825721155,2216.422607421875,347.06259390024036,1012.0007176983174,66.04939370117188,94.74808813476562,140.28891222128908,201.2449391982422,1353.5345691178488
ssp370,2037,480.7664540608724,2235.6432495117188,348.11068471272785,1021.147948425293,66.62216883544923,95.0342169265747,141.50548660649417,201.8526767520447,1364.5061117838318
ssp370,2038,485.11095428466797,2254.4021809895835,349.13294982910156,1030.3756669006348,67.1811849934896,95.31329530334472,142.6928369261719,202.44543922430418,1375.5139430511108
ssp370,2039,489.51219940185547,2273.088663736979,350.1634241739909,1039.723911529541,67.73804217936198,95.59461479949951,143.87560158896486,203.04296183413697,1386.642474952643
ssp370,2040,493.971440633138,2291.6973673502603,351.2028452555339,1049.1953399047852,68.29258154703776,95.87837675476074,145.0534432059082,203.64567222711182,1397.8944553378053
ssp370,2041,498.4906183878581,2310.2475789388022,352.25010172526044,1058.7940734558106,68.8453778523763,96.16427777099611,146.22758255844727,204.25292598559574,1409.2745819998536
ssp370,2042,503.05969492594403,2328.7379760742188,353.30411020914715,1068.4987920227052,69.39639168701171,96.45202208709718,147.3979359432129,204.8640949129944,1420.7608228789124
ssp370,2043,507.6764221191406,2347.181437174479,354.3642298380534,1078.3047205810547,69.94600682779947,96.74143474578857,148.56531850224607,205.47880740005493,1432.3488464833556
ssp370,2044,512.3407033284506,2365.5833129882812,355.4313151041667,1088.2116538696291,70.49438272705078,97.0327490234375,149.73006891225586,206.09755892578127,1444.039281707666
ssp370,2045,517.05609130859375,2383.9362589518228,356.50428009033203,1098.227137939453,71.04130051676432,97.32566846466064,150.89172229760743,206.7197198189392,1455.8385800559997
ssp370,2046,521.8215688069662,2402.248291015625,357.58331298828125,1108.3490121459963,71.58699907226563,97.6202444458008,152.0507860294922,207.34539920288088,1467.7451973783693
ssp370,2047,526.6393025716146,2420.5111083984375,358.66825612386066,1118.5818786621096,72.13123103027344,97.91643392181396,153.2067347083008,207.97450564993287,1479.763119020343
ssp370,2048,531.5103658040365,2438.7334594726562,359.7594248453776,1128.9280169677736,72.67425709228516,98.21432298278809,154.3601220640137,208.60722201544192,1491.8953610472292
ssp370,2049,536.43646240234375,2456.9053344726562,360.85738881429035,1139.3910461425783,73.21577896728516,98.51406714630127,155.5103145265137,209.2438786187439,1504.145239287836
ssp370,2050,541.4179178873698,2475.0255533854165,361.9602533976237,1149.9716575927735,73.75576149088542,98.81514917755128,156.65723740664063,209.88337685311893,1516.512271852533
ssp370,2051,546.4559733072916,2493.1031087239585,363.06935119628906,1160.6724873046876,74.29447263997396,99.11793287658692,157.8014598873047,210.52648942987062,1529.000436621863
ssp370,2052,551.5452982584635,2511.2124633789062,364.1841303507487,1171.4822135009765,74.8341314086914,99.4222675857544,158.94769511206056,211.17289635214235,1541.6028049651793
ssp370,2053,556.6846364339193,2529.3813680013022,365.3027699788411,1182.3981677856448,75.37556476643881,99.72765620422363,160.09769956391605,211.82154177777102,1554.3174091273318
ssp370,2054,561.8753865559896,2547.6009114583335,366.42541249593097,1193.423321044922,75.91850716145834,100.03413761138916,161.25090921093752,212.47250828659057,1567.14673854245
ssp370,2055,567.11907958984375,2565.8792521158853,367.5522155761719,1204.5609250488283,76.46320171305338,100.34175485229491,162.4078404385254,213.1258873062744,1580.094652793628
ssp370,2056,572.4149424235026,2584.1954752604165,368.6839243570964,1215.8093377075195,77.00902516276042,100.65071134948731,163.56716944570314,213.78211090631106,1593.1586180595336
ssp370,2057,577.7663167317709,2602.5518188476562,369.8197301228841,1227.1756567382813,77.55604420166016,100.96078632354737,164.72903788432617,214.44071015121463,1606.345404773822
ssp370,2058,583.1734517415365,2620.9349975585938,370.96033732096356,1238.6604114990237,78.1038629272461,101.27217208862305,165.89260485747073,215.10209351623539,1619.6551098727298
ssp370,2059,588.6359049479166,2639.3400065104165,372.1040293375651,1250.262662109375,78.65233219401041,101.58440000915529,167.05755358007812,215.76526561944584,1633.085481308899
ssp370,2060,594.1565093994141,2657.772501627604,373.25269571940106,1261.9884259643554,79.2016205485026,101.89798593139649,168.22424204501954,216.43132211828615,1646.643990127661
ssp370,2061,599.7340342203776,2676.2168986002603,374.40431213378906,1273.835088684082,79.75126357828775,102.21237721252442,169.39168384028318,217.09908919940187,1660.325861723767
ssp370,2062,605.3696645100912,2694.7030232747397,375.56117757161456,1285.8051674194337,80.30215009358724,102.52820147705077,170.5617667987793,217.76989993725584,1674.1368341554687
ssp370,2063,611.06201171875,2713.2199503580728,376.7216491699219,1297.895712890625,80.85395452067057,102.84501022338868,171.7337994019043,218.44280171447758,1688.0723140070068
ssp370,2064,616.8118489583334,2731.7861124674478,377.8852844238281,1310.1083671875,81.40722615152995,103.16268264770508,172.90894834584964,219.1175379437256,1702.1348534770755
ssp370,2065,622.6216786702474,2750.3692423502603,379.05282338460285,1322.4484454956057,81.96100342203776,103.48142078399657,174.0851712684082,219.79453774520871,1716.3281545092227
ssp370,2066,628.4893900553385,2768.9845581054688,380.22354888916016,1334.911464477539,82.51573983154297,103.80102884674072,175.26343140219728,220.4733852704773,1730.6482811502137
ssp370,2067,634.4175821940104,2787.6158243815103,381.3991063435872,1347.502944580078,83.07095156656901,104.1219560317993,176.44270112739258,221.15503461154174,1745.1006803190126
ssp370,2068,640.4066823323568,2806.2591959635415,382.5766321818034,1360.2237932739258,83.62652403971354,104.44342058563232,177.62273706035157,221.83782532388307,1759.6843556581603
ssp370,2069,646.4569295247396,2824.9196573893228,383.7594451904297,1373.074518310547,84.18260579020182,104.7663285369873,178.80385469838868,222.52368181256105,1774.402054821497
ssp370,2070,652.5692698160807,2843.5687052408853,384.9447758992513,1386.0571290893554,84.73834741617839,105.0899238204956,179.9842499119629,223.21099819473267,1789.252377196051
ssp370,2071,658.7435709635416,2862.2318725585938,386.13345591227215,1399.1713447265624,85.2945098022461,105.4144334640503,181.16553881997072,223.90025667764286,1804.2371402241758
ssp370,2072,664.9798889160156,2880.917683919271,387.3260320027669,1412.4172840576173,85.85134698079429,105.74000673675536,182.34826098720708,224.5917743088684,1819.357319353693
ssp370,2073,671.2781778971354,2899.6568400065103,388.52149200439453,1425.7948498535156,86.409773832194,106.0663673171997,183.53435961958007,225.2849641817322,1834.614173654828
ssp370,2074,677.6386006673177,2918.4303181966147,389.72003682454425,1439.304387817383,86.96922348225912,106.39357005310059,184.7226306763184,225.97994279278566,1850.0069612864872
ssp370,2075,684.06207275390625,2937.2257690429688,390.9214045206706,1452.9478425292968,87.52932791748047,106.72154343414307,185.91229249672853,226.6765582541199,1865.5366932801453
ssp370,2076,690.5487416585287,2956.0604654947915,392.12489318847656,1466.725527282715,88.0906018717448,107.05009584045409,187.10443837558594,227.3744035651245,1881.2043692234254
ssp370,2077,697.1004180908203,2974.9015909830728,393.33258565266925,1480.6412880249025,88.65206741129558,107.37979588317872,188.2969911815918,228.0746864558716,1897.012965662366
ssp370,2078,703.7149810791016,2993.7655639648438,394.5428721110026,1494.6906198120118,89.21421380615236,107.71020408630372,189.49099012426763,228.77647347930912,1912.9580834155886
ssp370,2079,710.3948059082031,3012.6349080403647,395.75541432698566,1508.8785677490234,89.77652025960288,108.04122811126707,190.68532903139652,229.47956850833128,1929.0434652887513
ssp370,2080,717.1385548909506,3031.506795247396,396.97198486328125,1523.2022905883791,90.3389024983724,108.37335186767578,191.879828906543,230.18499936694337,1945.2671188618656
ssp370,2081,723.9501139322916,3050.3674112955728,398.19024149576825,1537.6700419921874,90.90094885660807,108.70593592834473,193.07361537143555,230.8914079118042,1961.6350652754272
ssp370,2082,730.8336588541666,3069.071044921875,399.4120585123698,1552.29069140625,91.45831713867189,109.03949197387696,194.2574656025391,231.5998809525147,1978.1480379613038
ssp370,2083,737.7970174153646,3087.5301310221353,400.6387125651042,1567.0808649902344,92.00839790445964,109.37436853027344,195.4258371490723,232.3111587583008,1994.8178608976075
ssp370,2084,744.8378448486328,3105.763631184896,401.8683090209961,1582.0355824584963,92.5517562093099,109.71004836273192,196.57993018857425,233.02414272244263,2011.639655369513
ssp370,2085,751.9582875569662,3123.77734375,403.1031138102214,1597.1594027709962,93.08856484375,110.04715007019043,197.72011172812503,233.7401467490845,2028.6196612482056
ssp370,2086,759.1583404541016,3141.58251953125,404.34051005045575,1612.4523151245119,93.61915908203126,110.38495924377442,198.84709389023442,234.45765343377687,2045.7570624485231
ssp370,2087,766.4364674886068,3159.179484049479,405.5823465983073,1627.911056945801,94.14354862467448,110.7239806213379,199.9608972788086,235.17773483972172,2063.0496890643312
ssp370,2088,773.7947031656901,3176.6009318033853,406.82782491048175,1643.5399495239258,94.66270776774088,111.06399620056152,201.06359129868164,235.89992792999269,2080.5034687526
ssp370,2089,781.2307891845703,3193.8404337565103,408.076421101888,1659.3341962280274,95.176444925944,111.40486296081544,202.15476902270507,236.623928928772,2098.1128941795046
ssp370,2090,788.7482248942057,3210.9139404296875,409.32911682128906,1675.301229675293,95.68523542480469,111.74684889221191,203.23544004228518,237.35030704705812,2115.8869767646365
ssp370,2091,796.3433125813802,3227.8271687825522,410.58579508463544,1691.4331959228518,96.18924962972007,112.08992205810547,204.30596621352544,238.07899445141604,2133.818156587793
ssp370,2092,804.0240529378256,3244.5960286458335,411.8462829589844,1707.7470884399415,96.68896165364583,112.43403524780274,205.36735455234376,238.80989086633303,2151.9243338586184
ssp370,2093,811.7912546793619,3261.2584431966147,413.10876719156903,1724.2446249389648,97.18550160725913,112.77869344329834,206.4220054138184,239.54194487356568,2170.208575226349
ssp370,2094,819.6447296142578,3277.7964070638022,414.3765818277995,1740.9254057006838,97.67833293050131,113.12480683898927,207.4687791443848,240.27708972601323,2188.671274571082
ssp370,2095,827.5851999918619,3294.2201131184897,415.64576721191406,1757.7909647827148,98.167759370931,113.47129444885253,208.50832090385745,241.0130294093628,2207.312315095935
ssp370,2096,835.6127014160156,3310.5533447265625,416.9196090698242,1774.8413778076174,98.65448967285157,113.81905327606201,209.54213606513673,241.75166915835572,2226.1351830311096
ssp370,2097,843.7271525065104,3326.7633056640625,418.19472249348956,1792.0764719238282,99.13754650878907,114.16715924072264,210.568148784668,242.4910462272949,2245.135666935791
ssp370,2098,851.9287414550781,3342.89111328125,419.4748051961263,1809.496646850586,99.61815517578125,114.51662181854248,211.5889615933594,243.23330474258424,2264.3189131865297
ssp370,2099,860.2180887858073,3358.9074910481772,420.75804646809894,1827.1032205810548,100.09544323323568,114.866946685791,212.6027214273926,243.97739476062011,2283.6833367690674
ssp370,2100,868.5954742431641,3374.8480631510415,422.0434799194336,1844.8967872924807,100.57047228190103,115.21787001800537,213.6116831267578,244.72275591824342,2303.231226337482
ssp585,2022,421.6142069498698,1924.7673238118489,333.8734537760417,895.5085755615236,57.358066249593094,91.14745288085938,121.82853271413573,193.59718991894533,1210.9342981946047
ssp585,2023,425.00986735026044,1934.2128804524739,334.709955851237,902.7209582519532,57.63954383748372,91.37581794738769,122.42639111081543,194.08223732025147,1219.22958668302
ssp585,2024,428.5181605021159,1944.4560852050781,335.5524164835612,910.1725729064942,57.944791339111326,91.60580970001222,123.07473680427246,194.57073980282595,1227.8180495135928
ssp585,2025,432.13743082682294,1955.4358418782551,336.39979553222656,917.8599030761719,58.271988087972005,91.83714418029784,123.76970269885254,195.06209423895262,1236.691700013977
ssp585,2026,435.8664855957031,1967.1013997395833,337.25228627522785,925.7804154052735,58.61962171223958,92.0698741531372,124.50807651679688,195.55641270126344,1245.8449046233338
ssp585,2027,439.7035319010417,1979.4021809895833,338.1107457478841,933.9303017578126,58.98618499348958,92.30423358917236,125.28665692617187,196.0541921434021,1255.2711508273867
ssp585,2028,443.64966583251953,1992.2664794921875,338.97413635253906,942.3118902282715,59.369541088867194,92.53993922424316,126.10090527275393,196.5548309122925,1264.967626413318
ssp585,2029,447.7047119140625,2005.6618347167969,339.84258524576825,950.9248081054689,59.76872267456055,92.77702577209473,126.94876696076662,197.05840273992922,1274.9319778061647
ssp585,2030,451.86773681640625,2019.5351460774739,340.71595255533856,959.767072998047,60.182147353108725,93.01545504760742,127.82688097800293,197.56482652111816,1285.1587804971682
ssp585,2031,456.1412760416667,2033.8668721516926,341.59448496500653,968.8440703125001,60.609232790120444,93.25529439544678,128.73401044621582,198.074245295929,1295.6523260546448
ssp585,2032,460.5371322631836,2049.149871826172,342.4776128133138,978.180868927002,61.06466618041993,93.49638829803466,129.70135096721194,198.58632874502564,1306.4685486392395
ssp585,2033,465.06617228190106,2065.7691650390625,343.3618698120117,987.8005499267579,61.55992111816406,93.7377904586792,130.75327245498048,199.09906693423463,1317.652889315973
ssp585,2034,469.7261428833008,2083.5956013997397,344.2501042683919,997.6983274841309,62.09114892171225,93.980278465271,131.88160030971682,199.61411146023562,1329.1940392540832
ssp585,2035,474.5181198120117,2102.535603841146,345.1403096516927,1007.876486480713,62.65556099446615,94.2233045349121,133.08041155224612,200.13029883215333,1341.0871968651124
ssp585,2036,479.8129554161659,2123.73779296875,346.0791672926683,1019.1227173039364,63.28738623046875,94.47961267089845,134.42240835351564,200.67469731298831,1354.2198229704404
ssp585,2037,484.9294789632161,2145.1782430013022,347.0033416748047,1029.9902133178712,63.92631164143881,94.73191227722168,135.77948592641604,201.21058167681886,1366.9802809211062
ssp585,2038,490.1317545572917,2167.0058797200522,347.90086619059247,1041.0398466796876,64.57677521565756,94.97693647003175,137.16107055805668,201.73101306234744,1379.9319303000918
ssp585,2039,495.4696044921875,2189.5967000325522,348.80118052164715,1052.3774399414062,65.24998166097006,95.22272228240968,138.59096104790044,202.25306212783818,1393.2214631171448
ssp585,2040,500.9442850748698,2212.9093017578125,349.7037302652995,1064.0056614990235,65.9446971923828,95.46911836242676,140.06653683662108,202.77640740179444,1406.848605737439
ssp585,2041,506.5567906697591,2236.8356323242188,350.60877227783203,1075.9266233825683,66.65770184326172,95.71619483184814,141.5809587150879,203.30119782284547,1420.8087799205018
ssp585,2042,512.3158289591471,2260.9338175455728,351.5081253051758,1088.1588207092284,67.37582776285807,95.96171820831299,143.10625816831055,203.8226894744568,1435.087768351996
ssp585,2043,518.2273610432943,2284.925089518229,352.39649963378906,1100.7149148559572,68.09076766764323,96.20424440002441,144.62479052607424,204.33781510565186,1449.6775204876833
ssp585,2044,524.2919006347656,2308.8310343424478,353.2758153279622,1113.5959969482421,68.80316482340494,96.44429758453369,146.1379220849121,204.84768806954955,1464.5816071027039
ssp585,2045,530.5108235677084,2332.646036783854,354.14403025309247,1126.8049892578126,69.51285189615885,96.68132025909425,147.6452974274414,205.3511242303162,1479.8014109155702
ssp585,2046,536.8858184814453,2356.3697509765625,355.00240325927734,1140.34547845459,70.21981857910157,96.91565608978271,149.14689466201173,205.8488535346985,1495.3412266513003
ssp585,2047,543.4169718424479,2379.9941202799478,355.85071818033856,1154.2176481933593,70.92382478434244,97.14724606323243,150.64220384194337,206.34075063830568,1511.2006026736085
ssp585,2048,550.1064860026041,2403.5430297851562,356.68906656901044,1168.4261762695312,71.62558228759765,97.37611517333985,152.1327367788574,206.82686862817386,1527.3857816765624
ssp585,2049,556.9564107259115,2426.9896647135415,357.5173823038737,1182.975416381836,72.32429200846353,97.60224536895753,153.61679622597654,207.3071691636658,1543.8993817714784
ssp585,2050,563.9669698079427,2450.3627115885415,358.33578236897785,1197.8658438720704,73.02080880533855,97.82566858673096,155.09619790253907,207.78172007821655,1560.743761852826
ssp585,2051,571.141591389974,2473.5691935221353,359.14544677734375,1213.1047401123049,73.71236196695963,98.04670697021484,156.56505681782227,208.25120560473633,1577.9210025348634
ssp585,2052,578.5020345052084,2495.5687459309897,359.9485499064128,1228.7383212890627,74.3679486287435,98.26595412445069,157.9575228874512,208.71688656033328,1595.4127307368472
ssp585,2053,586.0610860188802,2515.666951497396,360.7481943766276,1244.7937467041017,74.9668751546224,98.48425706481935,159.22964282841798,209.1805620056763,1613.2039515381962
ssp585,2054,593.8170115152994,2534.073282877604,361.54565175374347,1261.2673324584962,75.5153838297526,98.70196292877198,160.3946752543945,209.64296926071168,1631.3049769736024
ssp585,2055,601.7722829182943,2550.858601888021,362.33905537923175,1278.1643289184572,76.01558633626303,98.91856211853028,161.45710537822268,210.1030259397583,1649.724460236438
ssp585,2056,609.9263509114584,2566.1478068033853,363.12949625651044,1295.4835693359375,76.47120464274089,99.13435247802734,162.42483866118164,210.56136466333007,1668.4697726604493
ssp585,2057,618.2797190348307,2580.0516153971353,363.9158452351888,1313.2261232299804,76.88553813883463,99.34902574920653,163.30488300688478,211.0173306913147,1687.54833692818
ssp585,2058,626.8343048095703,2592.6495971679688,364.6995340983073,1331.3960634155274,77.26095799560547,99.5629728088379,164.10227478266603,211.4717542459717,1706.970092444165
ssp585,2059,635.5911458333334,2604.0318603515625,365.4810078938802,1349.9955937500001,77.60014943847656,99.7763151550293,164.82271740732423,211.92489338928223,1726.7432045466066
ssp585,2060,644.5521799723307,2614.278076171875,366.2582829793294,1369.0288302612305,77.90548666992188,99.98851125335692,165.47125368691408,212.3755979021301,1746.8756818502745
ssp585,2061,653.7171885172526,2623.4797566731772,367.0316696166992,1388.4953084106446,78.17969674886068,100.19964580535888,166.0536758945801,212.8240476905823,1767.373031995807
ssp585,2062,663.0860087076823,2631.72607421875,367.8008575439453,1408.3946824951172,78.42543701171874,100.40963410949708,166.57562821289062,213.2700628485718,1788.2403735565797
ssp585,2063,672.6580810546875,2639.0927734375,368.5635630289714,1428.7257641601564,78.64496464843751,100.61785270690918,167.0419049132813,213.7123191494751,1809.4799882229127
ssp585,2064,682.4364064534506,2645.642293294271,369.31841532389325,1449.494927307129,78.84014034016928,100.82392738342286,167.45645808251956,214.15002176239017,1831.1014071520387
ssp585,2065,692.4210459391276,2651.450480143229,370.06737263997394,1470.702301574707,79.01322430826822,101.02839273071288,167.82408843076172,214.58430616003417,1853.110696165503
ssp585,2066,702.6161244710287,2656.5450032552085,370.8092269897461,1492.356648376465,79.16504109700521,101.23091896820068,168.14654729003908,215.01447188845827,1875.5176675549624
ssp585,2067,713.0211588541666,2660.9902547200522,371.5453109741211,1514.45694140625,79.29750959065755,101.43186989593505,168.42791037055665,215.44129165896607,1898.3261434357728
ssp585,2068,723.6388142903646,2664.8327433268228,372.2751948038737,1537.0088415527346,79.41201575113932,101.63112818145753,168.67112145541992,215.8645162574158,1921.5444792655703
ssp585,2069,734.4717763264974,2668.1085205078125,372.99799092610675,1560.0180529174806,79.50963391113281,101.82845152282714,168.8784624272461,216.28363103448484,1945.1801463792117
ssp585,2070,745.5221811930338,2670.8595987955728,373.7139256795247,1583.489112854004,79.59161604410806,102.02390171051024,169.05259247768555,216.69876723312376,1969.2404725648132
ssp585,2071,756.7880808512369,2673.1046142578125,374.4239273071289,1607.4178837280274,79.65851750488281,102.21773215484619,169.1946911803711,217.1104630968933,1993.7230380052918
ssp585,2072,768.2485402425131,2674.431884765625,375.1280263264974,1631.7598994750979,79.69807016601563,102.40995118713379,169.2787010326172,217.51873632147218,2018.5573368291873
ssp585,2073,779.8849792480469,2674.6025390625,375.82712809244794,1656.4756959228516,79.7031556640625,102.6008059692383,169.28950263046877,217.92411187866216,2043.6893104319827
ssp585,2074,791.7047475179037,2673.7361653645835,376.52017466227215,1681.5808837280274,79.6773377278646,102.79000768280031,169.23466533398442,218.32597631826786,2069.1415253802797
ssp585,2075,803.7071380615234,2671.8996785481772,377.2083053588867,1707.073961242676,79.6226104207357,102.97786736297607,169.11842453364264,218.72499027896117,2094.91737605528
ssp585,2076,815.8953501383463,2669.1876424153647,377.89031473795575,1732.9617236938477,79.54179174397788,103.16405592346192,168.94676566420904,219.12045478143312,2121.02894413949
ssp585,2077,828.2717030843099,2665.642049153646,378.5675786336263,1759.2490973510744,79.43613306477866,103.34894896697998,168.72234662958988,219.51316760586548,2147.48461158653
ssp585,2078,840.8373972574869,2661.342569986979,379.23960367838544,1785.9386317749024,79.30800858561197,103.53241180419923,168.45021023583985,219.90284267211916,2174.2916846828616
ssp585,2079,853.5940806070963,2656.360799153646,379.9056650797526,1813.0338272094727,79.15955181477865,103.71424656677246,168.13488805458988,220.28905970782472,2201.4577749718874
ssp585,2080,866.5441538492838,2650.7402954101562,380.5669199625651,1840.5397827758788,78.99206080322266,103.89476914978029,167.77913714604495,220.67248967413335,2228.991409596057
ssp585,2081,879.6822052001953,2644.5031127929688,381.2228240966797,1868.4450038452148,78.80619276123046,104.07383097839356,167.38435342485351,221.05281699810794,2256.882174268176
ssp585,2082,892.92132568359375,2637.3318888346353,381.87029520670575,1896.5648957519531,78.59249028727213,104.25059059143067,166.930449370166,221.42825441619874,2284.923599538318
ssp585,2083,906.1995391845703,2629.013224283854,382.5088144938151,1924.7678212280275,78.34459408365886,104.42490635681153,166.40391783369142,221.79850110186771,2312.970240163587
ssp585,2084,919.5285949707031,2619.6714477539062,383.1383234659831,1953.0787357177735,78.0662091430664,104.59676230621338,165.81262821987303,222.16352313839724,2341.0548870760435
ssp585,2085,932.9063873291016,2609.387898763021,383.7587178548177,1981.4931666870118,77.75975938313802,104.76612997436523,165.16172892978517,222.52326006555177,2369.178155682349
ssp585,2086,946.3364461263021,2598.2390950520835,384.3691940307617,2010.0186115722659,77.4275250325521,104.93278997039795,164.45606316914066,222.87724589712525,2397.3519206385317
ssp585,2087,959.8202616373698,2586.303181966146,384.97178904215497,2038.6582357177736,77.07183482259116,105.09729840850831,163.70057716318362,223.22666181967165,2425.5854747006288
ssp585,2088,973.3584543863932,2573.6583862304688,385.5641403198242,2067.4133571166994,76.69501990966798,105.25901030731201,162.90022228813478,223.5701378927307,2453.883717297565
ssp585,2089,986.9525807698568,2560.3528645833335,386.14882405598956,2096.287281555176,76.29851536458334,105.41862896728514,162.05804663437502,223.90916792651365,2482.2544961160647
ssp585,2090,1000.6023305257162,2546.45458984375,386.72310638427734,2125.2793500366215,75.88434677734375,105.57540804290772,161.17835255507813,224.24216668313602,2510.6998692748357
ssp585,2091,1014.3087565104166,2532.043701171875,387.2898915608724,2154.391798828125,75.45490229492188,105.73014039611816,160.2662124744141,224.570818201355,2539.2288295038943
ssp585,2092,1028.0277404785156,2517.6459147135415,387.8457972208659,2183.530920776367,75.02584825846354,105.88190264129639,159.35490170097657,224.89316121011356,2567.778983687457
ssp585,2093,1041.7357076009114,2503.6191609700522,388.38988494873047,2212.646642944336,74.60785099690756,106.03043859100342,158.46707551743165,225.20865156729127,2596.3223700290587
ssp585,2094,1055.4351196289062,2489.8960978190103,388.9218063354492,2241.744194091797,74.19890371500651,106.17565312957764,157.59847149067383,225.51708724722292,2624.859752829694
ssp585,2095,1069.1337992350261,2476.4886881510415,389.44193267822266,2270.8401895751954,73.79936290690104,106.31764762115478,156.7498468142578,225.81868354733277,2653.4087199367864
ssp585,2096,1082.8104248046875,2463.3398640950522,389.95111083984375,2299.8893422851565,73.40752795003256,106.45665325927735,155.91758936586916,226.1139315227051,2681.9208631737306
ssp585,2097,1096.4927876790364,2450.4788208007812,390.44927978515625,2328.9506810302732,73.02426885986328,106.59265338134766,155.10354705834962,226.40279578198243,2710.4570238706056
ssp585,2098,1110.1694437662761,2437.8550821940103,390.9363708496094,2357.9998985595707,72.64808144938151,106.72562924194335,154.30452499848633,226.6852365098877,2738.9896600679444
ssp585,2099,1123.8275146484375,2425.4766235351562,391.4113591512044,2387.0096411132813,72.27920338134766,106.8553010482788,153.52102798198243,226.9606594265442,2767.491328521808
ssp585,2100,1137.4886678059895,2413.3101196289062,391.87569936116535,2416.0259304199217,71.91664156494141,106.98206592559814,152.75094668393558,227.22990802597045,2796.0067851298277
