"Years","Run_1","Run_2","Run_3","Run_4","Run_5","Run_6","Run_7","Run_8","Run_9","Run_10","Run_11","Run_12","Run_13","Run_14","Run_15","Run_16","Run_17","Run_18","Run_19","Run_20","Run_21","Run_22","Run_23","Run_24","Run_25","Run_26","Run_27","Run_28","Run_29","Run_30","Run_31","Run_32","Run_33","Run_34","Run_35","Run_36","Run_37","Run_38","Run_39","Run_40","Run_41","Run_42","Run_43","Run_44","Run_45","Run_46","Run_47","Run_48","Run_49","Run_50","Run_51","Run_52","Run_53","Run_54","Run_55","Run_56","Run_57","Run_58","Run_59","Run_60","Run_61","Run_62","Run_63","Run_64","Run_65","Run_66","Run_67","Run_68","Run_69","Run_70","Run_71","Run_72","Run_73","Run_74","Run_75","Run_76","Run_77","Run_78","Run_79","Run_80","Run_81","Run_82","Run_83","Run_84","Run_85","Run_86","Run_87","Run_88","Run_89","Run_90","Run_91","Run_92","Run_93","Run_94","Run_95","Run_96","Run_97","Run_98","Run_99","Run_100","Run_101","Run_102","Run_103","Run_104","Run_105","Run_106","Run_107","Run_108","Run_109","Run_110","Run_111","Run_112","Run_113","Run_114","Run_115","Run_116","Run_117","Run_118","Run_119","Run_120","Run_121","Run_122","Run_123","Run_124","Run_125","Run_126","Run_127","Run_128"
2103,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,2.58666529856,5.72306948411,5.62123683841,6.10954969776,6.00731443507,2.68760226031,2.63875325665,3.17773771501,3.09872513414,5.72662077523,5.62472765907,6.1131141626,6.01083222722,3.07948893984,3.00811994905,3.66136402375,3.55848849675,5.80155710046,5.6990471207,6.18461050455,6.08213017645,3.21186778489,3.13450053843,3.80318916421,3.69625147813,5.80403958099,5.70149833789,6.18712476296,6.08460633307,3.63636483062,3.53700428614,4.27330148642,4.14956162477,5.72306948411,5.62123683841,6.10954969776,6.00731443507,2.02891249354,2.0136914919,2.30318313274,2.2659600949,5.72662077523,5.62472765907,6.1131141626,6.01083222722,2.3274557093,2.2972493775,2.71760210689,2.66047510859,5.80155710046,5.6990471207,6.18461050455,6.08213017645,2.42925934613,2.39444739295,2.84119075566,2.77923811923,5.80403958099,5.70149833789,6.18712476296,6.08460633307,2.80622243447,2.74959652867,3.33786010119,3.24817889862
2104,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,2.59067215289,5.73796638461,5.63599193387,6.12480116995,6.02245544695,2.69560504416,2.64650778431,3.18818628863,3.10894161923,5.74145739105,5.6394231419,6.1283079988,6.02591596896,3.09079249389,3.01898731106,3.67523774783,3.57200617779,5.81498912825,5.71235698953,6.19844881617,6.09586873245,3.22422253285,3.14638487623,3.8179604886,3.71066563749,5.817429642,5.71476626351,6.2009242953,6.09830592585,3.6517441047,3.55183360518,4.29049566951,4.16643310206,5.73796638461,5.63599193387,6.12480116995,6.02245544695,2.03213468426,2.01694238704,2.3080884387,2.27094824247,5.74145739105,5.6394231419,6.1283079988,6.02591596896,2.33306956228,2.30274541656,2.72565958245,2.66840094809,5.81498912825,5.71235698953,6.19844881617,6.09586873245,2.43595637999,2.40096283269,2.85051293696,2.78834658961,5.817429642,5.71476626351,6.2009242953,6.09830592585,2.81621990564,2.75919434982,3.35102592317,3.26092529727
2105,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,2.59423400305,5.75234851159,5.65023132662,6.13955615264,6.0370978723,2.70301794533,2.65368727845,3.19799433693,3.11852536631,5.75578128176,5.65360494671,6.14300729823,6.0405030671,3.10149741966,3.02926915149,3.68848684209,3.58490442177,5.82793551542,5.72517942661,6.21181970373,6.10913717307,3.23597713524,3.15768167959,3.83210704933,3.72446034711,5.83033591242,5.72754860194,6.21425812234,6.11153712722,3.66650874758,3.56606004436,4.30706104938,4.18267977025,5.75234851159,5.65023132662,6.13955615264,6.0370978723,2.03481029425,2.01966113791,2.31229834382,2.27526117712,5.75578128176,5.65360494671,6.14300729823,6.0405030671,2.33810822138,2.30768212841,2.73304131553,2.67566419983,5.82793551542,5.72517942661,6.21181970373,6.10913717307,2.44208331964,2.40692280156,2.85918375842,2.79681417467,5.83033591242,5.72754860194,6.21425812234,6.11153712722,2.82562929638,2.76821814669,3.3635549984,3.27304301807
2106,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,2.59718693247,5.76623168637,5.6639707993,6.15383008606,6.05125713462,2.70984910065,2.66029991302,3.20716919558,3.12748361052,5.76960818264,5.66728877146,6.15722741899,6.05460886347,3.11161117806,3.03897290107,3.70111960761,3.59719128713,5.84041198551,5.73753014914,6.22473848261,6.12195082318,3.24713953365,3.16839879927,3.84563795054,3.73764442129,5.84277401764,5.73986097324,6.22714146651,6.12431516928,3.68066734415,3.57969191317,4.32300841676,4.19831200426,5.76623168637,5.6639707993,6.15383008606,6.05125713462,2.03695117379,2.02185939182,2.31581819809,2.27890360225,5.76960818264,5.66728877146,6.15722741899,6.05460886347,2.34258064267,2.31206850207,2.73975386086,2.68227129898,5.84041198551,5.73753014914,6.22473848261,6.12195082318,2.44764923401,2.41233638815,2.8672104266,2.80464800807,5.84277401764,5.73986097324,6.22714146651,6.12431516928,2.83445782385,2.77667521709,3.37545449159,3.28453905802
2107,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,2.59942168657,5.77963001626,5.67722441411,6.16763692903,6.06494717159,2.71610355823,2.66635088322,3.2157164149,3.13582188215,5.78295211948,5.68048859805,6.17098224191,6.06824721823,3.12113860695,3.04810342643,3.71314268737,3.60887322288,5.85243252457,5.74942312939,6.23721895625,6.13432349031,3.25771509814,3.17854156479,3.85856061659,3.7502250379,5.85475785104,5.75171725792,6.2395880436,6.13665377203,3.69422629643,3.59273535745,4.33834700949,4.21333865432,5.77963001626,5.67722441411,6.16763692903,6.06494717159,2.03856501471,2.02354488125,2.31865203024,2.28187910265,5.78295211948,5.68048859805,6.17098224191,6.06824721823,2.34649221985,2.31591013157,2.74580198912,2.68822702533,5.85243252457,5.74942312939,6.23721895625,6.13432349031,2.45265967228,2.41720931738,2.87459828144,2.81185346752,5.85475785104,5.75171725792,6.2395880436,6.13665377203,2.842709739,2.78456998235,3.38672982048,3.29541873182
2108,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,2.60108757201,5.79258202833,5.69003065361,6.18101521268,6.07820649455,2.72181026331,2.67186937896,3.22366629253,3.14357053183,5.79585154184,5.69324283267,6.18431022391,6.08145656889,3.13010872166,3.05668983065,3.72458749917,3.61998150328,5.86403550792,5.76089672845,6.24929946606,6.14629352024,3.2677333873,3.18813954629,3.87090720634,3.7622341557,5.8663257004,5.76315573035,6.25163611224,6.14859119858,3.70721642072,3.60522096687,4.35311083152,4.22779337298,5.79258202833,5.69003065361,6.18101521268,6.07820649455,2.03968273424,2.02474876481,2.32082914251,2.2842167093,5.79585154184,5.69324283267,6.18431022391,6.08145656889,2.34987197482,2.31923637902,2.75121529167,2.6935610893,5.86403550792,5.76089672845,6.24929946606,6.14629352024,2.4571438087,2.42157107052,2.88137739366,2.81846075583,5.8663257004,5.76315573035,6.25163611224,6.14859119858,2.85041327165,2.79193092313,3.39741116355,3.30571217582
2109,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,2.6023013984,5.80511763831,5.70241938864,6.19399498523,6.09106513334,2.72698934632,2.67687582707,3.23104104631,3.15075187968,5.80833629161,5.70558127342,6.19724134247,6.09426687496,3.1385419612,3.0647526682,3.73547737787,3.63053935579,5.87525066846,5.77198066389,6.26100983669,6.1578907426,3.27721538149,3.19721376013,3.88270174411,3.77369563301,5.87750721581,5.77420602601,6.26331541889,6.16015720041,3.71966013688,3.61717094772,4.36732575294,4.24170170916,5.80511763831,5.70241938864,6.19399498523,6.09106513334,2.04032583957,2.02549291169,2.32237125979,2.28593800369,5.80833629161,5.70558127342,6.19724134247,6.09426687496,2.35273989554,2.32206764934,2.75601537975,2.69829529585,5.87525066846,5.77198066389,6.26100983669,6.1578907426,2.46112176654,2.42544215046,2.88756975303,2.824492057,5.87750721581,5.77420602601,6.26331541889,6.16015720041,2.85758791941,2.79877782624,3.40752063167,3.31544149888
2110,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,2.60315455745,5.81726,5.71441372785,6.20659965325,6.1035464778,2.73165404308,2.68138379629,3.23785668663,3.15738207883,5.82042945221,5.71752695957,6.20979893667,6.10670145909,3.14645209424,3.07230584123,3.74582944576,3.640563826,5.88610094783,5.78269786091,6.27237321977,6.16913831475,3.28617539454,3.20577857191,3.89396199483,3.78462709812,5.88832526055,5.78489099246,6.27464904129,6.17137486101,3.73157336549,3.62860101529,4.38101137986,4.25508297528,5.81726,5.71441372785,6.20659965325,6.1035464778,2.04050838595,2.02579182861,2.32329433781,2.28705890671,5.82042945221,5.71752695957,6.20979893667,6.10670145909,2.35510887547,2.32441730741,2.76021775174,2.70244539751,5.88610094783,5.78269786091,6.27237321977,6.16913831475,2.4646065626,2.42883600527,2.89319114186,2.82996339705,5.88832526055,5.78489099246,6.27464904129,6.17137486101,2.86424637766,2.80512370073,3.4170741488,3.32462265525
2111,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,2.60342943046,5.82899874244,5.72600325143,6.21881922281,6.11564051524,2.73578364939,2.68537294825,3.24409591719,3.16344400672,5.83212058566,5.72906940519,6.2219729482,6.11875024458,3.15381921233,3.07932958771,3.75562759926,3.65003875313,5.89657573846,5.79303769112,6.28337934044,6.1800259648,3.29459409711,3.21381471388,3.90467248398,3.79501295799,5.898769153,5.79519992778,6.28562663476,6.18223383867,3.74293858795,3.63949344689,4.39415413174,4.26792331348,5.82899874244,5.72600325143,6.21881922281,6.11564051524,2.04020988245,2.0256255595,2.32358117978,2.28756229182,5.83212058566,5.72906940519,6.2219729482,6.11875024458,2.35695763333,2.32626459419,2.76380458031,2.70599387434,5.89657573846,5.79303769112,6.28337934044,6.1800259648,2.46757705725,2.43173197358,2.89822396992,2.83485747094,5.898769153,5.79519992778,6.28562663476,6.18223383867,2.8703675218,2.81094775534,3.42605439536,3.33323837696
2112,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,2.60297668454,5.84032684528,5.73718088271,6.23064720331,6.12734072858,2.73935951429,2.68882507934,3.24974408214,3.16892322921,5.84340260788,5.7402014708,6.23375682532,6.13040665349,3.16062583824,3.085806619,3.76485867723,3.65895093754,5.90666776857,5.80299285353,6.29402141121,6.19054689968,3.30245469944,3.22130549073,3.91482074881,3.80484064558,5.90883155137,5.80512546153,6.29624134593,6.19272727443,3.75374114576,3.64983338914,4.40674364744,4.28021208977,5.84032684528,5.73718088271,6.23064720331,6.12734072858,2.03941113686,2.02497561091,2.32321679323,2.28743339259,5.84340260788,5.7402014708,6.23375682532,6.13040665349,2.35826659914,2.32759058053,2.76676038066,2.70892564241,5.90666776857,5.80299285353,6.29402141121,6.19054689968,2.47001391481,2.43411130485,2.9026530631,2.8391594634,5.90883155137,5.80512546153,6.29624134593,6.19272727443,2.87593245848,2.8162314909,3.4344468533,3.34127422722
2113,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,2.60194506838,5.85126401097,5.74796627086,6.24210386589,6.13866736275,2.7423895605,2.69174864056,3.25481305412,3.17383189685,5.85429516054,5.75094274557,6.24517078083,6.1416908727,3.16688115497,3.09174636283,3.77353618695,3.66731388028,5.91639646501,5.8125827479,6.30431938432,6.20072106561,3.3097671141,3.22826095747,3.92442103324,3.81412432836,5.91853181629,5.8146869277,6.30651306486,6.20287505225,3.76399316175,3.659632802,4.4187963378,4.29196546288,5.85126401097,5.74796627086,6.24210386589,6.13866736275,2.03811941977,2.02385007453,2.32221338161,2.28668426443,5.85429516054,5.75094274557,6.24517078083,6.1416908727,2.35904274122,2.32840297645,2.76909603203,2.71125208037,5.91639646501,5.8125827479,6.30431938432,6.20072106561,2.47192435873,2.43598189967,2.90648966789,2.84288105754,5.91853181629,5.8146869277,6.30651306486,6.20287505225,2.88094894861,2.82098312889,3.44226363436,3.34874244041
2114,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,2.60045095464,5.8618251874,5.75837431157,6.25320474011,6.14963592084,2.74487712494,2.69414752203,3.25930996536,3.17817744678,5.86481313333,5.76130806781,6.2562302886,6.15261834986,3.17258978488,3.0971537044,3.7816689864,3.67513644722,5.92577647509,5.82182199482,6.3142884485,6.21056364431,3.31653671289,3.234686643,3.9334829526,3.82287355731,5.92788453238,5.8238988846,6.3164569215,6.21269229502,3.77370224337,3.66889914141,4.43032401024,4.30319500014,5.8618251874,5.75837431157,6.25320474011,6.14963592084,2.03633743019,2.02225249275,2.32058080599,2.28532426558,5.86481313333,5.76130806781,6.2562302886,6.15261834986,2.3592884685,2.32870495705,2.77081755911,2.71297976884,5.92577647509,5.82182199482,6.3142884485,6.21056364431,2.47331105296,2.43734712032,2.90974021713,2.84602916189,5.92788453238,5.8238988846,6.3164569215,6.21269229502,2.88542022296,2.82520637776,3.44951219245,3.35565060989
2115,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,2.59858539271,5.87202158005,5.76841615886,6.2639616317,6.16025818179,2.7468219353,2.69602201949,3.26323823702,3.1819636273,5.87496767616,5.77130853662,6.26694710109,6.16320081091,3.17775277227,3.1020299625,3.78926230689,3.68242388927,5.93481868126,5.83072144998,6.32394004883,6.22008607289,3.32276531177,3.24058452933,3.94201251471,3.83109428607,5.93690052271,5.83277212893,6.32608430541,6.22219038423,3.78287247373,3.6776363467,4.44133488778,4.31390869535,5.87202158005,5.76841615886,6.2639616317,6.16025818179,2.0340642646,2.02018280558,2.3183269042,2.2833611054,5.87496767616,5.77130853662,6.26694710109,6.16320081091,2.3590025994,2.3284961165,2.77192717313,2.71411152247,5.93481868126,5.83072144998,6.32394004883,6.22008607289,2.47417307439,2.43820674985,2.91240736981,2.84860694264,5.93690052271,5.83277212893,6.32608430541,6.22219038423,2.88934595898,2.82890140143,3.45619635074,3.36200271154
2116,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,2.59609120708,5.88183492237,5.77807349003,6.27435692445,6.17051649735,2.74819385016,2.69734257904,3.2665714393,3.18516435277,5.88474046932,5.78092577687,6.2773035513,6.17342055706,3.18234142478,3.1063467288,3.79629172317,3.68915180251,5.94350447761,5.83926247542,6.33325619432,6.2292703466,3.32842504906,3.24592692605,3.94998612248,3.8387628633,5.94556112521,5.84128796687,6.33537717314,6.23135126258,3.79147838074,3.68581880128,4.4518076933,4.32408504113,5.88183492237,5.77807349003,6.27435692445,6.17051649735,2.03126897068,2.01761092084,2.31543016651,2.28077334447,5.88474046932,5.78092577687,6.2773035513,6.17342055706,2.35815399906,2.32774611666,2.77239700824,2.71462012602,5.94350447761,5.83926247542,6.33325619432,6.2292703466,2.4744795896,2.43853067796,2.91446379491,2.85058760547,5.94556112521,5.84128796687,6.33537717314,6.23135126258,2.89269605825,2.83203859883,3.46229020875,3.36777300286
