"Years","Run_1","Run_2","Run_3","Run_4","Run_5","Run_6","Run_7","Run_8","Run_9","Run_10","Run_11","Run_12","Run_13","Run_14","Run_15","Run_16"
2042,2461.76437943,3294.52242653,2435.49073334,3258.32116726,2461.76437943,3294.52242653,2435.49073334,3258.32116726,2463.67586665,3297.24575193,2441.09211118,3266.30508511,2463.05731797,3296.29036262,2439.28538362,3263.51415034
2043,2561.73194627,3473.96334302,2534.07615788,3435.2810658,2561.73194627,3473.96334302,2534.07615788,3435.2810658,2563.7512017,3476.88010797,2539.99553042,3443.83577248,2563.04845858,3475.77356244,2537.9423953,3440.60245611
2044,2660.40123915,3655.73900037,2631.35990519,3614.50408671,2660.40123915,3655.73900037,2631.35990519,3614.50408671,2662.52586835,3658.84988802,2637.59053409,3623.63220043,2661.73285029,3657.57700253,2635.27308767,3619.91186557
2045,2757.75784513,3839.82064715,2727.32848011,3795.96116209,2757.75784513,3839.82064715,2727.32848011,3795.96116209,2759.98524257,3843.12584338,2733.8630071,3805.66387123,2759.09591908,3841.67083389,2731.26347389,3801.4100792
2046,2853.77950673,4026.1603757,2821.96090756,3979.60485792,2853.77950673,4026.1603757,2821.96090756,3979.60485792,2856.10685286,4029.659526,2828.79134395,3989.88179151,2855.11530311,4028.00610555,2825.89225121,3985.04658373
2047,2948.44564906,4214.70853061,2915.23791647,4165.3861685,2948.44564906,4214.70853061,2915.23791647,4165.3861685,2950.86991677,4218.40071385,2922.35566024,4176.23531672,2949.77036239,4216.5321474,2919.13993421,4170.76937257
2048,3041.74681504,4405.43283918,3007.15091113,4353.2727219,3041.74681504,4405.43283918,3007.15091113,4353.2727219,3044.2648276,4409.31664544,3014.5469166,4364.6906641,3043.05163126,4407.21574243,3010.9978788,4358.54327637
2049,3133.67506119,4598.30046264,3097.69274987,4543.2315454,3133.67506119,4598.30046264,3097.69274987,4543.2315454,3136.28352486,4602.37402841,3105.35762244,4555.21355202,3134.95121347,4600.02318666,3101.45905811,4548.33275306
2050,3224.22390468,4793.27802851,3186.85769937,4735.22910644,3224.22390468,4793.27802851,3186.85769937,4735.22910644,3226.91943768,4797.53906973,3194.78177995,4747.76923494,3225.46272312,4794.92031927,3190.51799921,4740.10192265
2051,3313.38161989,4990.31690066,3274.63510289,4929.21740158,3313.38161989,4990.31690066,3274.63510289,4929.21740158,3316.16075457,4994.76269134,3282.80847241,4942.30843007,3314.57458533,4991.85781234,3278.16446285,4933.80071219
2052,3401.13789351,5189.3670669,3361.01570655,5125.14716788,3401.13789351,5189.3670669,3361.01570655,5125.14716788,3403.99708958,5193.99444286,3369.42822398,5138.78060407,3402.27666506,5190.78501028,3364.38969731,5129.37793652
2053,3487.49037794,5390.3923125,3445.99782407,5322.98216818,3487.49037794,5390.3923125,3445.99782407,5322.98216818,3490.42605712,5395.19772634,3454.63922869,5337.1484117,3488.56675343,5391.66495403,3449.1924175,5326.79517158
2054,3572.43796017,5593.35592517,3529.58095746,5522.685645,3572.43796017,5593.35592517,3529.58095746,5522.685645,3575.44651993,5598.33545872,3538.44090887,5537.37402317,3573.44382493,5594.46004891,3532.57237035,5526.01305304
2055,3655.98071512,5798.22073122,3611.76575571,5724.22036378,3655.98071512,5798.22073122,3611.76575571,5724.22036378,3659.05854211,5803.37010991,3620.83387297,5739.41917277,3656.90802683,5799.13217646,3614.53039717,5726.99153442
2056,3738.11524403,6004.93746519,3692.54966119,5927.53775614,3738.11524403,6004.93746519,3692.54966119,5927.53775614,3741.25870787,6010.2520254,3701.81550314,5943.23416121,3738.9560558,6005.63115566,3695.06419453,5929.67930311
2057,3818.8392665,6213.45571265,3771.93124154,6132.58825711,3818.8392665,6213.45571265,3771.93124154,6132.58825711,3822.04471574,6218.93037299,3781.38429426,6148.7682058,3819.58573537,6213.90565312,3774.17260632,6134.0240273
2058,3898.15616412,6423.73592252,3849.91439922,6339.33245118,3898.15616412,6423.73592252,3849.91439922,6339.33245118,3901.41995273,6429.36523373,3859.54415451,6355.98082086,3898.80056299,6423.91520674,3851.85984583,6339.98354111
2059,3976.07030828,6635.73813944,3926.50398404,6547.73049413,3976.07030828,6635.73813944,3926.50398404,6547.73049413,3979.38881085,6641.51631032,3936.29998408,6564.83116734,3976.60506132,6635.61902462,3928.13117741,6547.51546189
2060,4052.58701896,6849.42204302,4001.70575717,6757.74216022,4052.58701896,6849.42204302,4001.70575717,6757.74216022,4055.95664439,6855.34296586,4011.65763465,6775.2780984,4053.00473595,6848.97603123,4002.99287812,6756.57725915
2061,4127.70967991,7064.73880001,4075.5237689,6969.3194449,4127.70967991,7064.73880001,4075.5237689,6969.3194449,4131.12686753,7070.7960291,4085.62123443,6987.27262078,4128.00320375,7063.93676755,4076.44965373,6967.11899715
2062,4201.44253735,7281.63870173,4147.96296105,7182.41368869,4201.44253735,7281.63870173,4147.96296105,7182.41368869,4204.90374325,7287.82540216,4158.19576212,7200.76493216,4201.60495005,7280.45092065,4148.50711994,7179.09014369
2063,4273.7934866,7500.07959829,4219.03165,7396.98312037,4273.7934866,7500.07959829,4219.03165,7396.98312037,4277.29520372,7506.38859183,4229.38963105,7415.71225494,4273.81811366,7498.4757569,4219.17428222,7392.44711503
2064,4344.77118941,7720.01902352,4288.7388734,7612.98561225,4344.77118941,7720.01902352,4288.7388734,7612.98561225,4348.30996347,7726.44282768,4299.21202296,7632.07156907,4344.6516283,7717.96832393,4288.46095302,7607.14625627
2065,4414.38503892,7941.41423807,4357.09436166,7830.37873443,4414.38503892,7941.41423807,4357.09436166,7830.37873443,4417.95748202,7947.94510239,4367.67285239,7849.79965839,4414.11518263,7938.88548852,4356.37770854,7823.14388106
2066,4482.64364226,8164.21741119,4424.10724287,8049.11565874,4482.64364226,8164.21741119,4424.10724287,8049.11565874,4486.24643025,8170.84730526,4434.78142296,8068.84886823,4482.2177134,8161.17916305,4422.93462435,8040.39230465
2067,4549.55624087,8388.38008958,4489.78732418,8269.14922125,4549.55624087,8388.38008958,4489.78732418,8269.14922125,4553.18609158,8395.10062628,4500.54765238,8289.17097773,4548.9687764,8384.80062184,4488.14241146,8258.84345886
2068,4615.13414999,8613.85821504,4554.14625679,8490.43602802,4615.13414999,8613.85821504,4554.14625679,8490.43602802,4618.78783848,8620.66069357,4564.98334843,8510.72166446,4614.37999036,8609.70553284,4552.01359585,8478.45304366
2069,4679.38925375,8840.60749742,4617.19621183,8712.93238939,4679.38925375,8840.60749742,4617.19621183,8712.93238939,4683.06362888,8847.48295636,4628.10088814,8733.4564661,4678.46356004,8835.84942749,4614.56127603,8699.17674545
2070,4742.33397637,9068.58346151,4678.94985927,8936.59438266,4742.33397637,9068.58346151,4678.94985927,8936.59438266,4746.02597433,9075.52272676,4689.91318753,8957.33082807,4741.23224254,9063.18773906,4675.79908753,8920.97027505
2071,4803.98078052,9297.73972733,4739.4200538,9161.37682281,4803.98078052,9297.73972733,4739.4200538,9161.37682281,4807.68742278,9304.73340777,4750.43334065,9182.29891559,4802.69885448,9291.67412391,4735.74091413,9143.78845619
2072,4864.34256633,9528.02952483,4798.62014477,9387.23449114,4864.34256633,9528.02952483,4798.62014477,9387.23449114,4868.06093112,9535.06790674,4809.67485115,9408.31454333,4862.8766184,9521.26178602,4794.40104239,9367.58589428
2073,4923.43311353,9759.40753411,4856.56417009,9614.12304147,4923.43311353,9759.40753411,4856.56417009,9614.12304147,4927.16034768,9766.48062309,4867.65194742,9635.33252414,4921.77961731,9751.90535885,4851.79439374,9592.31801011
2074,4981.2666002,9991.8282835,4913.26651334,9841.99788264,4981.2666002,9991.8282835,4913.26651334,9841.99788264,4984.99993642,9998.92587288,4924.37925517,9863.30762769,4979.42234327,9983.55941814,4907.93626879,9817.94025947
2075,5037.85757984,10225.2462,4968.74188994,10070.8142503,5037.85757984,10225.2462,4968.74188994,10070.8142503,5041.59435023,10232.3579314,4979.87177238,10092.1946292,5035.81966993,10216.178522,4962.84232015,10044.4081745
2076,5093.22120549,10459.6167102,5023.00572903,10300.5289655,5093.22120549,10459.6167102,5023.00572903,10300.5289655,5096.95883962,10466.732075,5034.14520452,10321.9498881,5090.98708261,10449.7183433,5016.52895099,10271.6792128
2077,5147.37290216,10694.8950618,5076.0737991,10531.0991013,5147.37290216,10694.8950618,5076.0737991,10531.0991013,5151.10889299,10702.0032631,5087.21549483,10552.5296023,5144.94029701,10684.1342672,5069.01278195,10499.710761
2078,5200.32809893,10931.0352726,5127.96171478,10762.4799711,5200.32809893,10931.0352726,5127.96171478,10762.4799711,5204.0600125,10938.1252685,5139.09846259,10783.888339,5197.695012,10919.3804192,5120.31022012,10728.4583624
2079,5252.10247911,11167.9912841,5178.68528932,10994.6266841,5252.10247911,11167.9912841,5178.68528932,10994.6266841,5255.82797246,11175.0518723,5189.81017949,11015.9807133,5249.2671892,11155.4109463,5170.43789824,10957.8776503
2080,5302.71196251,11405.7170147,5228.26052718,11227.4942262,5302.71196251,11405.7170147,5228.26052718,11227.4942262,5306.42879734,11412.7369074,5239.36694947,11248.7614371,5299.67303098,11392.1800594,5219.41265432,11187.9243933
2081,5352.17342708,11644.1699937,5276.70447841,11461.0417204,5352.17342708,11644.1699937,5276.70447841,11461.0417204,5355.8794675,11651.1378222,5287.7861151,11482.1893693,5348.92970417,11629.6456824,5267.25239145,11418.5588002
2082,5400.50388619,11883.3077602,5324.03440426,11695.2288097,5400.50388619,11883.3077602,5324.03440426,11695.2288097,5404.19706032,11890.2119015,5335.08511548,11716.2233678,5397.05446402,11867.7655948,5313.97508536,11649.7411427
2083,5447.71973716,12123.0842168,5370.26681994,11930.0110177,5447.71973716,12123.0842168,5370.26681994,11930.0110177,5451.39804551,12129.9128398,5381.28066988,11950.8183095,5444.06393091,12106.4939108,5359.59791174,11881.4274914
2084,5493.83751221,12363.4532592,5415.41831798,12165.3436934,5493.83751221,12363.4532592,5415.41831798,12165.3436934,5497.49904625,12370.1944279,5426.38963066,12185.9292042,5489.97486909,12345.7848461,5404.13815162,12113.5740691
2085,5538.87386556,12604.3688334,5459.50556662,12401.1821037,5538.87386556,12604.3688334,5459.50556662,12401.1821037,5542.51682148,12611.0105958,5470.42896753,12421.5112437,5534.80416932,12585.5927608,5447.61317638,12346.1372986
2086,5582.84662111,12845.7908422,5502.54646955,12637.487937,5582.84662111,12845.7908422,5502.54646955,12637.487937,5586.46929715,12852.3212369,5513.41687744,12657.5260568,5578.56989464,12825.8780616,5490.04160105,12579.080291
2087,5625.77362719,13087.6793594,5544.55903742,12874.2236482,5625.77362719,13087.6793594,5544.55903742,12874.2236482,5629.37438181,13094.0862035,5555.37153948,12893.9353997,5621.29008286,13066.6011277,5531.44200051,12812.3663332
2088,5667.6716911,13329.9886597,5585.56013326,13111.3454534,5667.6716911,13329.9886597,5585.56013326,13111.3454534,5671.24895088,13336.2595996,5596.31000957,13130.6949442,5662.98171592,13307.7165183,5571.83175943,13045.9524174
2089,5708.55765881,13572.6730747,5625.56660008,13348.8094139,5708.55765881,13572.6730747,5625.56660008,13348.8094139,5712.10993745,13578.7957091,5636.24938109,13367.7605742,5703.66182491,13549.1789734,5611.22827479,13279.7957541
2090,5748.44840612,13815.6870539,5664.59526417,13586.5715399,5748.44840612,13815.6870539,5664.59526417,13586.5715399,5751.97431835,13821.6490383,5675.20677288,13605.0884337,5743.34747655,13790.9434565,5649.64894507,13513.8538198
2091,5787.36209448,14058.993168,5702.66428611,13824.5963669,5787.36209448,14058.993168,5702.66428611,13824.5963669,5790.86035283,14064.7822214,5713.20062822,13842.6432081,5782.05702321,14032.973129,5687.11250323,13748.092845
2092,5825.31681946,14302.5542847,5739.79184831,14062.8494125,5825.31681946,14302.5542847,5739.79184831,14062.8494125,5828.78619007,14308.1579343,5750.24928017,14080.3897963,5819.8087007,14275.2312051,5723.63755343,13982.4793153
2093,5862.32934923,14546.3254648,5775.99471856,14301.2879873,5862.32934923,14546.3254648,5775.99471856,14301.2879873,5865.76865955,14551.7311049,5786.36967105,14318.2850682,5856.6194071,14517.673086,5759.2412557,14216.9714971
2094,5898.41641533,14790.2618865,5811.28956915,14539.8692586,5898.41641533,14790.2618865,5811.28956915,14539.8692586,5901.82457353,14795.4569218,5821.57870655,14556.2861794,5892.50601617,14760.254432,5793.94071214,14451.5279412
2095,5933.59470732,15034.3189083,5845.69298421,14778.5503655,5933.59470732,15034.3189083,5845.69298421,14778.5503655,5936.97071633,15039.2908751,5855.89324673,14794.3506196,5927.485367,15002.9312039,5827.75295927,14686.107532
2096,5967.8822706,15278.4621707,5879.22293901,15017.2990726,5967.8822706,15278.4621707,5879.22293901,15017.2990726,5971.22522426,15283.1987415,5889.33153132,15032.4465142,5961.57565256,15245.6697063,5860.69641884,14920.6799649
2097,6001.29700902,15522.6576808,5911.89735882,15256.0842912,6001.29700902,15522.6576808,5911.89735882,15256.0842912,6004.60604637,15527.1463633,5921.9116131,15270.5422289,5994.79487355,15488.4363199,5892.78931143,15155.2152145
2098,6033.8552955,15766.8616041,5943.73256669,15494.8647257,6033.8552955,15766.8616041,5943.73256669,15494.8647257,6037.12960861,15771.0898097,5953.64996703,15508.5961286,6027.15949384,15731.1875959,5924.04823879,15389.673092
2099,6065.57341033,16011.0302825,5974.7447348,15733.5989433,6065.57341033,16011.0302825,5974.7447348,15733.5989433,6068.81226398,16014.9854912,5984.56297678,15746.5669372,6058.68589862,15973.8804241,5954.48969414,15624.0137615
2100,6096.46753845,16255.1202998,6004.94989477,15972.2455011,6096.46753845,16255.1202998,6004.94989477,15972.2455011,6099.67028424,16258.7901989,6014.66692834,15984.4137836,6089.3903865,16216.4720722,5984.13005687,15858.1977874
2101,6126.55519169,16499.1001562,6034.36546226,16210.7754193,6126.55519169,16499.1001562,6034.36546226,16210.7754193,6129.72126758,16502.4726737,6043.97949064,16222.1083578,6119.29058852,16458.9318445,6012.98710858,16092.1985715
2102,6155.85376309,16742.9393964,6063.00890256,16449.16228,6155.85376309,16742.9393964,6063.00890256,16449.16228,6158.98265756,16746.0024425,6072.51827513,16459.6241349,6148.40398694,16701.2299234,6041.07859522,16325.9916176
2103,6184.37906635,16986.5964103,6090.89602546,16687.3680905,6184.37906635,16986.5964103,6090.89602546,16687.3680905,6187.4703227,16989.3379331,6100.29925157,16696.9231866,6176.74647612,16943.3253324,6068.42058191,16559.5408496
2104,6212.14676078,17230.029698,6118.04240407,16925.3544391,6212.14676078,17230.029698,6118.04240407,16925.3544391,6215.1999914,17232.4378314,6127.33819665,16933.9676115,6204.33380356,17185.177337,6095.02891894,16792.8101671
2105,6239.17235454,17473.1979558,6144.46339721,17163.0826841,6239.17235454,17473.1979558,6144.46339721,17163.0826841,6242.18725091,17475.2611435,6153.65070318,17170.7196508,6231.18156983,17426.7455122,6120.91925435,17025.7635774
2106,6265.4725441,17716.0725629,6170.17555068,17400.5269589,6265.4725441,17716.0725629,6170.17555068,17400.5269589,6268.44887157,17717.7795527,6179.25353548,17407.1543013,6257.30655788,17668.0021418,6146.10840444,17258.3779379
2107,6291.063799,17958.6253746,6195.19524624,17637.6625712,6291.063799,17958.6253746,6195.19524624,17637.6625712,6294.00135653,17959.964879,6204.16317294,17643.2467115,6282.72527947,17908.9196483,6170.6128884,17490.6302679
2108,6315.96104483,18200.8161159,6219.537265,17874.4522987,6315.96104483,18200.8161159,6219.537265,17874.4522987,6318.85967068,18201.7768825,6228.39451209,17878.9597149,6307.4526995,18149.458349,6194.44761605,17722.4851383
2109,6340.17903729,18442.604742,6243.21616293,18110.8587129,6340.17903729,18442.604742,6243.21616293,18110.8587129,6343.03862467,18443.1757297,6251.96227181,18114.256468,6331.50362428,18389.5789576,6217.62730577,17953.9074133
2110,6363.73236437,18683.9515117,6266.24628658,18346.8443353,6363.73236437,18683.9515117,6266.24628658,18346.8443353,6366.55287232,18684.1220349,6274.88099464,18349.1005135,6354.89269926,18629.2426265,6240.16648679,18184.8623149
2111,6386.63678699,18924.8312032,6288.64316327,18582.3863335,6386.63678699,18924.8312032,6288.64316327,18582.3863335,6389.41823557,18924.5909253,6297.16638961,18583.4700163,6377.63573713,18868.4250405,6262.0808514,18415.329748
2112,6408.90781083,19165.2190579,6310.42213889,18817.4631797,6408.90781083,19165.2190579,6310.42213889,18817.4631797,6411.65024182,19164.5576096,6318.83386623,18817.3432972,6399.74825328,19107.101966,6283.38578388,18645.2897778
2113,6430.55937701,19405.0764774,6331.59695621,19052.0391859,6430.55937701,19405.0764774,6331.59695621,19052.0391859,6433.26286044,19403.9835412,6339.89725095,19050.6847733,6421.2441992,19345.2353783,6304.09506752,18874.7084614
2114,6451.6052447,19644.3651704,6352.18113048,19286.0785306,6451.6052447,19644.3651704,6352.18113048,19286.0785306,6454.26989469,19642.8306794,6360.37019085,19283.459327,6442.13735719,19582.7877475,6324.22229629,19103.5522894
2115,6472.05899355,19883.0472223,6372.18796369,19519.5454119,6472.05899355,19883.0472223,6372.18796369,19519.5454119,6474.68497932,19881.0615219,6380.26615313,19515.6323472,6462.44133827,19819.7220726,6343.78087533,19331.7882305
2116,6491.93541742,20121.1019048,6391.63197998,19752.4213154,6491.93541742,20121.1019048,6391.63197998,19752.4213154,6494.52295846,20118.6557394,6399.59981271,19747.1864696,6482.17096184,20056.0185345,6362.78541384,19559.4005257
2117,6511.24901964,20358.5087648,6410.52748907,19984.6889446,6511.24901964,20358.5087648,6410.52748907,19984.6889446,6513.79834745,20355.5928514,6418.38551508,19978.1042623,6501.34071691,20291.6571632,6381.25018658,19786.3733548
2118,6530.01266937,20595.2308629,6428.88713831,20216.3142366,6530.01266937,20595.2308629,6428.88713831,20216.3142366,6532.52403448,20591.8359895,6436.63596491,20208.3518267,6519.96346199,20526.6015778,6399.18781715,20012.674366
2119,6548.23905095,20831.2316469,6446.72334958,20447.2630408,6548.23905095,20831.2316469,6446.72334958,20447.2630408,6550.71273869,20827.3488931,6454.36368913,20437.8958404,6538.05188458,20760.8159965,6416.610745,20238.2717574
2120,6565.94066649,21066.4750185,6464.04833295,20677.5012747,6565.94066649,21066.4750185,6464.04833295,20677.5012747,6568.37700787,21062.0959338,6471.58103586,20666.7035867,6555.61849918,20994.2652617,6433.53122516,20463.1343096
2121,6583.13140064,21300.9468042,6480.87568814,20907.0168531,6583.13140064,21300.9468042,6480.87568814,20907.0168531,6585.53076787,21296.0633923,6488.30172944,20894.7642988,6572.67719765,21226.9361293,6449.96288631,20687.2527646
2122,6599.82480107,21534.6326884,6497.21875163,21135.7985556,6599.82480107,21534.6326884,6497.21875163,21135.7985556,6602.18757131,21529.2369453,6504.53912209,21122.0666829,6589.24149802,21458.814754,6465.91898296,20910.6173528
2123,6616.03259416,21767.4970645,6513.08901633,21363.8135989,6616.03259416,21767.4970645,6513.08901633,21363.8135989,6618.35915652,21761.5810862,6520.30474374,21348.5782109,6605.32310227,21689.8660946,6481.41094178,21133.1970323
2124,6631.7663294,21999.5048247,6528.49776165,21591.0291839,6631.7663294,21999.5048247,6528.49776165,21591.0291839,6634.05709993,21993.0610442,6535.60995617,21574.2670512,6620.93354939,21920.0558384,6496.45001745,21354.9614375
2125,6647.0373814,22230.6214212,6543.45606594,21817.4126538,6647.0373814,22230.6214212,6543.45606594,21817.4126538,6649.29281344,22223.6427982,6550.4659514,21799.1020873,6636.08421291,22149.350417,6511.04729165,21575.880901
2126,6661.85900027,22460.844886,6557.97694334,22042.964816,6661.85900027,22460.844886,6557.97694334,22042.964816,6664.07960295,22453.3252439,6564.88591347,22023.0866861,6650.78838276,22377.7495347,6525.2159105,21795.9613948
2127,6676.24420692,22690.1752525,6572.0731496,22267.6880105,6676.24420692,22690.1752525,6572.0731496,22267.6880105,6678.43054947,22682.1094171,6578.88278131,22246.2261717,6665.05912254,22605.2550438,6538.96876982,22015.2108716
2128,6690.20375396,22918.5816698,6585.75508141,22491.5521821,6690.20375396,22918.5816698,6585.75508141,22491.5521821,6692.35644515,22909.9652162,6592.46707307,22468.4927124,6678.90718255,22831.8372942,6552.31626459,22233.6029353
2129,6703.74819969,23146.0336527,6599.03294149,22714.5274913,6703.74819969,23146.0336527,6599.03294149,22714.5274913,6705.86787742,23136.8627911,6605.64908203,22689.8583541,6692.34310737,23057.4668726,6565.26856093,22451.1110136
2130,6716.88791113,23372.501125,6611.91674355,22936.5843785,6716.88791113,23372.501125,6611.91674355,22936.5843785,6718.97523448,23362.7726127,6618.43888875,22910.2951626,6705.3772413,23282.1146696,6577.83560846,22667.7084947
2131,6729.63396092,23597.9703454,6624.41720728,23157.7094457,6729.63396092,23597.9703454,6624.41720728,23157.7094457,6731.68960483,23587.6814338,6630.8472638,23129.7912083,6718.02062772,23505.7678338,6590.02804239,22883.384691
2132,6741.99713633,23822.4273668,6636.54475554,23377.8886895,6741.99713633,23822.4273668,6636.54475554,23377.8886895,6744.0217891,23811.5757922,6642.88467348,23348.3339291,6730.28401895,23728.4132372,6601.85618318,23098.1280826
2133,6753.98710293,24045.8425329,6648.30869609,23597.0922968,6753.98710293,24045.8425329,6648.30869609,23597.0922968,6755.98146203,24034.4264715,6654.56045643,23565.8948219,6742.17703972,23950.0219556,6613.32921805,23311.9110757
2134,6765.61335185,24268.1867341,6659.71817459,23815.2910086,6765.61335185,24268.1867341,6659.71817459,23815.2910086,6767.57812008,24256.2047586,6665.88377774,23782.4458083,6753.70913597,24170.5655445,6624.45615895,23524.7064278
2135,6776.88520085,24489.4314293,6670.7821748,24032.4561301,6776.88520085,24489.4314293,6670.7821748,24032.4561301,6778.82108332,24476.8824736,6676.8636315,23997.9592717,6764.889577,24390.0160721,6635.24584602,23736.4872952
2136,6787.8125222,24709.5633679,6681.51024363,24248.5742059,6787.8125222,24709.5633679,6681.51024363,24248.5742059,6789.72022404,24696.4467034,6687.50956817,24212.4227638,6775.72818433,24608.3608546,6645.70767532,23947.2419381
2137,6798.40494275,24928.5693973,6691.91168376,24463.631672,6798.40494275,24928.5693973,6691.91168376,24463.631672,6800.28516762,24914.8846195,6697.83088917,24425.8236865,6786.23453175,24825.5872561,6655.85079108,24156.9583492
2138,6808.67115913,25146.422015,6701.99487787,24677.6005898,6808.67115913,25146.422015,6701.99487787,24677.6005898,6810.52460747,25132.1690237,6707.83597082,24638.1350106,6796.41726142,25041.6682545,6665.68341333,24365.610038
2139,6818.61970376,25363.094336,6711.76805715,24890.4536701,6818.61970376,25363.094336,6711.76805715,24890.4536701,6820.44707137,25348.2733186,6717.53303358,24849.3303073,6806.28485065,25256.5774215,6675.21360879,24573.171094
2140,6828.2589459,25578.5601068,6721.23930114,25102.1642743,6828.2589459,25578.5601068,6721.23930114,25102.1642743,6830.06092272,25563.171524,6726.93014262,25059.3837562,6815.84561322,25470.2889384,6684.44929144,24779.616195
2141,6837.5976938,25792.8075684,6730.41713776,25312.7202374,6837.5976938,25792.8075684,6730.41713776,25312.7202374,6839.37496281,25776.8521395,6736.03580804,25268.2839674,6825.1083015,25682.7914565,6693.39882224,24984.9344141
