"Years","Run_1","Run_2","Run_3","Run_4","Run_5","Run_6","Run_7","Run_8","Run_9","Run_10","Run_11","Run_12","Run_13","Run_14","Run_15","Run_16"
2121,1217.8739231,1217.8739231,1194.27537074,1194.27537074,1217.8739231,1217.8739231,1194.27537074,1194.27537074,1215.96757926,1215.96757926,1188.92279516,1188.92279516,1210.1817208,1210.1817208,1171.78425798,1171.78425798
2122,1239.64041604,1239.64041604,1215.5910521,1215.5910521,1239.64041604,1239.64041604,1215.5910521,1215.5910521,1237.64072678,1237.64072678,1209.96986603,1209.96986603,1231.69780562,1231.69780562,1192.36304029,1192.36304029
2123,1261.58446422,1261.58446422,1237.09032615,1237.09032615,1261.58446422,1261.58446422,1237.09032615,1237.09032615,1259.48901165,1259.48901165,1231.19328446,1231.19328446,1253.38759762,1253.38759762,1213.11391114,1213.11391114
2124,1283.70375288,1283.70375288,1258.77160868,1258.77160868,1283.70375288,1283.70375288,1258.77160868,1258.77160868,1281.51016749,1281.51016749,1252.59159075,1252.59159075,1275.24890184,1275.24890184,1234.03563199,1234.03563199
2125,1305.99598647,1305.99598647,1280.63316119,1280.63316119,1305.99598647,1305.99598647,1280.63316119,1280.63316119,1303.70204381,1303.70204381,1274.1634567,1274.1634567,1297.27964072,1297.27964072,1255.12710007,1255.12710007
2126,1329.21756792,1329.21756792,1303.41773653,1303.41773653,1329.21756792,1329.21756792,1303.41773653,1303.41773653,1326.81993424,1326.81993424,1296.64851684,1296.64851684,1320.23156027,1320.23156027,1277.11746057,1277.11746057
2127,1352.69584472,1352.69584472,1326.46659844,1326.46659844,1352.69584472,1352.69584472,1326.46659844,1326.46659844,1350.19266221,1350.19266221,1319.39222151,1319.39222151,1343.43697441,1343.43697441,1299.36253698,1299.36253698
2128,1376.42665456,1376.42665456,1349.77575369,1349.77575369,1376.42665456,1376.42665456,1349.77575369,1349.77575369,1373.81633044,1373.81633044,1342.39134971,1342.39134971,1366.89208465,1366.89208465,1321.85941115,1321.85941115
2129,1400.40597091,1400.40597091,1373.34130078,1373.34130078,1400.40597091,1400.40597091,1373.34130078,1373.34130078,1397.68711435,1397.68711435,1365.6425897,1365.6425897,1390.59316249,1390.59316249,1344.60506457,1344.60506457
2130,1424.62990588,1424.62990588,1397.15944266,1397.15944266,1424.62990588,1424.62990588,1397.15944266,1397.15944266,1421.80127947,1421.80127947,1389.14259346,1389.14259346,1414.53656544,1414.53656544,1367.59642896,1367.59642896
2131,1449.88031503,1449.88031503,1421.99694094,1421.99694094,1449.88031503,1449.88031503,1421.99694094,1421.99694094,1446.93919845,1446.93919845,1413.653927,1413.653927,1439.49870219,1439.49870219,1391.5843183,1391.5843183
2132,1475.39150675,1475.39150675,1447.10266612,1447.10266612,1475.39150675,1475.39150675,1447.10266612,1447.10266612,1472.33677096,1472.33677096,1438.42997909,1438.42997909,1464.71937253,1464.71937253,1415.83368981,1415.83368981
2133,1501.15915487,1501.15915487,1472.47213351,1472.47213351,1501.15915487,1501.15915487,1472.47213351,1472.47213351,1497.98977652,1497.98977652,1463.46657649,1463.46657649,1490.19439762,1490.19439762,1440.34049562,1440.34049562
2134,1527.17911594,1527.17911594,1498.10108062,1498.10108062,1527.17911594,1527.17911594,1498.10108062,1498.10108062,1523.89415367,1523.89415367,1488.75969898,1488.75969898,1515.9197488,1515.9197488,1465.10081388,1465.10081388
2135,1553.44742218,1553.44742218,1523.98545257,1523.98545257,1553.44742218,1553.44742218,1523.98545257,1523.98545257,1550.04599867,1550.04599867,1514.30548128,1514.30548128,1541.89154814,1541.89154814,1490.11085672,1490.11085672
2136,1580.81189697,1580.81189697,1550.95690638,1550.95690638,1580.81189697,1580.81189697,1550.95690638,1550.95690638,1577.29127612,1577.29127612,1540.93029113,1540.93029113,1568.95127131,1568.95127131,1516.18367091,1516.18367091
2137,1608.44633668,1608.44633668,1578.20472471,1578.20472471,1608.44633668,1608.44633668,1578.20472471,1578.20472471,1604.80558896,1604.80558896,1567.82855243,1567.82855243,1596.27880532,1596.27880532,1542.52638614,1542.52638614
2138,1636.34628231,1636.34628231,1605.72429749,1605.72429749,1636.34628231,1636.34628231,1605.72429749,1605.72429749,1632.58452666,1632.58452666,1594.99579806,1594.99579806,1623.86974441,1623.86974441,1569.13454562,1569.13454562
2139,1664.50747065,1664.50747065,1633.51126113,1633.51126113,1664.50747065,1664.50747065,1633.51126113,1633.51126113,1660.62386778,1660.62386778,1622.42778761,1622.42778761,1651.71987279,1651.71987279,1596.00392244,1596.00392244
2140,1692.92582516,1692.92582516,1661.56147905,1661.56147905,1692.92582516,1692.92582516,1661.56147905,1661.56147905,1688.91957273,1688.91957273,1650.12049343,1650.12049343,1679.82515731,1679.82515731,1623.1305054,1623.1305054
2141,1722.51812498,1722.51812498,1690.77473727,1690.77473727,1722.51812498,1722.51812498,1690.77473727,1690.77473727,1718.38622899,1718.38622899,1678.96743955,1678.96743955,1709.09521068,1709.09521068,1651.39305026,1651.39305026
2142,1752.39347252,1752.39347252,1720.2765768,1720.2765768,1752.39347252,1752.39347252,1720.2765768,1720.2765768,1748.13501929,1748.13501929,1708.10010336,1708.10010336,1738.6459425,1738.6459425,1679.93705591,1679.93705591
2143,1782.54721943,1782.54721943,1750.06228127,1750.06228127,1782.54721943,1782.54721943,1750.06228127,1750.06228127,1778.1613243,1778.1613243,1737.51385258,1737.51385258,1768.47273463,1768.47273463,1708.75788838,1708.75788838
2144,1812.97491943,1812.97491943,1780.1273793,1780.1273793,1812.97491943,1812.97491943,1780.1273793,1780.1273793,1808.46072869,1808.46072869,1767.20430562,1767.20430562,1798.57117663,1798.57117663,1737.8511764,1737.8511764
2145,1843.67231921,1843.67231921,1810.4676263,1810.4676263,1843.67231921,1843.67231921,1810.4676263,1810.4676263,1839.02901197,1839.02901197,1797.16731324,1797.16731324,1828.93705592,1828.93705592,1767.21279082,1767.21279082
2146,1875.6284304,1875.6284304,1842.05431298,1842.05431298,1875.6284304,1875.6284304,1842.05431298,1842.05431298,1870.8526726,1870.8526726,1828.36696234,1828.36696234,1860.55141189,1860.55141189,1797.79061077,1797.79061077
2147,1907.88356445,1907.88356445,1873.94508867,1873.94508867,1907.88356445,1907.88356445,1873.94508867,1873.94508867,1902.97440488,1902.97440488,1859.86772057,1859.86772057,1892.46213913,1892.46213913,1828.66453271,1828.66453271
2148,1940.43282195,1940.43282195,1906.13507316,1906.13507316,1940.43282195,1940.43282195,1906.13507316,1906.13507316,1935.38933454,1935.38933454,1891.66477904,1891.66477904,1924.66437109,1924.66437109,1859.82976553,1859.82976553
2149,1973.27151218,1973.27151218,1938.61962673,1938.61962673,1973.27151218,1973.27151218,1938.61962673,1938.61962673,1968.09280326,1968.09280326,1923.75359078,1923.75359078,1957.15346154,1957.15346154,1891.28179412,1891.28179412
